T p f
1	0.377823409	0.190189152
3	0.328542094	0.308290399
5	0.203285421	0.267439569
7	0.063655031	0.124119348
9	0.012320329	0.030765477
11	0.008213552	0.004061597
13	0.004106776	0.000284617
15	0	1.05485E-05
17	0	2.0605E-07
19	0	2.11465E-09
21	0.002053388	1.13712E-11
