T S1
389.5	618
341	597
353	667
484	590
368	665
393	597
423	624
358	670
324	621
307	559
347	652
418	662
365.5	667
296	618
609	678
339	687
325	610
355	533
246	625
406	641
389	635
306	638
387	609
391	690
408	557
320	607
371	640
288	629
265	618
431	615
348	551
373	607
335	576
328	588
319	575
396.5	648
399	613
433	585
440	659
