T p f
1	0.160164271	0.076349115
3	0.219712526	0.193215138
5	0.338809035	0.286815858
7	0.170431211	0.24987894
9	0.080082136	0.127742688
11	0.012320329	0.038284692
13	0.016427105	0.006716444
15	0.002053388	0.000688398
