T p f
1	0.036809816	0.022744219
3	0.08793456	0.069033137
5	0.210633947	0.147146497
7	0.255623722	0.220329365
9	0.161554192	0.231789404
11	0.151329243	0.171325593
13	0.049079755	0.088962446
15	0.042944785	0.03244427
17	0.00408998	0.008307229
