sigma sigmaT
19.77881161	1.080133409
34.04612884	1.656991094
18.10540128	1.803866486
37.50407385	1.099668563
21.06075867	1.003533283
29.02728601	0.853634384
40.97458562	3.348847992
50.46010525	1.016866255
32.33676958	1.008981655
43.24510248	1.464694539
23.16187001	1.752663781
48.97164713	0.944592039
38.78618382	1.005444197
12.03698006	0.977805476
75.63453797	2.487473678
38.00767466	1.037930905
20.88393854	0.962659494
26.71713973	1.583314821
19.51068084	0.719634213
26.76855535	1.80675611
26.04269998	1.38417251
30.41929212	0.613052278
26.5251453	1.301692379
39.92666889	0.825730605
30.06104899	1.426395654
24.76332414	1.823454218
26.84161363	1.396804721
22.72296929	0.487829569
19.37710562	0.792973647
40.63830979	3.963104196
25.16611478	2.08038369
23.11865529	1.34315492
18.75648036	0.783541657
24.2120264	0.898169574
25.7450103	1.150384607
40.48499379	2.384174047
33.78732504	2.290877814
37.53405861	0.768794386
41.73194886	1.052440047
