T p f
1	0.137014315	0.068627343
3	0.253578732	0.201632329
5	0.325153374	0.313877703
7	0.18200409	0.259153784
9	0.073619632	0.113435728
11	0.026584867	0.026273235
13	0.00204499	0.003210345
